332229.2439501907,4128555.8775322777
332229.2347665969,4128555.8814897523
332229.2255830031,4128555.885447227
332229.2163994093,4128555.8894047015
332229.2072158155,4128555.893362176
332229.1980322217,4128555.8973196507
332229.1888486279,4128555.901277125
332229.1796650341,4128555.9052345995
332229.1704814403,4128555.909192074
332229.1612978465,4128555.9131495487
332229.1521142527,4128555.9171070233
332229.1429306589,4128555.921064498
332229.1337470651,4128555.9250219725
332229.1245634713,4128555.928979447
332229.1153798775,4128555.9329369217
332229.1061962837,4128555.9368943963
332229.0970126899,4128555.9408518705
332229.0878290961,4128555.944809345
332229.0786455023,4128555.9487668197
332229.0694619085,4128555.9527242943
332229.0602783147,4128555.956681769
332229.0510947209,4128555.9606392435
332229.0419111271,4128555.964596718
332229.0327275333,4128555.9685541927
332229.0235439395,4128555.9725116673
332229.0143603457,4128555.976469142
332229.0051767519,4128555.980426616
332228.9959931581,4128555.9843840906
332228.9868095643,4128555.9883415652
332228.9776259704,4128555.99229904
332228.9684423766,4128555.9962565145
332228.9592587829,4128556.000213989
332228.9500751891,4128556.0041714637
332228.9408915953,4128556.0081289383
332228.9317080015,4128556.012086413
332228.9225244076,4128556.0160438875
332228.9133408138,4128556.0200013616
332228.90415722,4128556.023958836
332228.8949736262,4128556.027916311
332228.8857900325,4128556.0318737854
332228.8766064387,4128556.03583126
332228.8674228448,4128556.0397887346
332228.858239251,4128556.0437462092
332228.8490556572,4128556.047703684
332228.8398720634,4128556.0516611584
332228.8306884696,4128556.055618633
332228.8215048758,4128556.059576107
332228.8123212821,4128556.063533582
332228.8031376882,4128556.0674910564
332228.7939540944,4128556.071448531
332228.7847705006,4128556.0754060056
332228.7755869068,4128556.07936348
332228.766403313,4128556.083320955
332228.7572197192,4128556.0872784294
332228.7480361254,4128556.091235904
332228.7388525316,4128556.0951933786
332228.7296689378,4128556.0991508528
332228.720485344,4128556.1031083274
332228.7113017502,4128556.107065802
332228.7021181564,4128556.1110232766
332228.6929345626,4128556.114980751
332228.6837509688,4128556.118938226
332228.674567375,4128556.1228957004
332228.6653837812,4128556.126853175
332228.6562001874,4128556.1308106496
332228.6470165936,4128556.134768124
332228.6378329998,4128556.1387255983
332228.628649406,4128556.142683073
332228.6194658122,4128556.1466405476
332228.6102822184,4128556.150598022
332228.6010986246,4128556.1545554968
332228.5919150308,4128556.1585129714
332228.582731437,4128556.162470446
332228.5735478431,4128556.1664279206
332228.5643642494,4128556.170385395
332228.5551806556,4128556.17434287
332228.5459970618,4128556.178300344
332228.536813468,4128556.1822578185
332228.5276298742,4128556.186215293
332228.5184462803,4128556.1901727677
332228.5092626865,4128556.1941302423
332228.5000790927,4128556.198087717
332228.490895499,4128556.2020451915
332228.4817119052,4128556.206002666
332228.4725283114,4128556.2099601408
332228.4633447176,4128556.2139176154
332228.4541611237,4128556.2178750895
332228.4449775299,4128556.221832564
332228.4357939361,4128556.2257900387
332228.4266103423,4128556.2297475133
332228.4174267486,4128556.233704988
332228.4082431548,4128556.2376624625
332228.3990595609,4128556.241619937
332228.3898759671,4128556.2455774117
332228.3806923733,4128556.2495348863
332228.3715087795,4128556.253492361
332228.3623251857,4128556.257449835
332228.3531415919,4128556.2614073097
332228.3439579981,4128556.2653647843
332228.3347744043,4128556.269322259
332228.3255908105,4128556.2732797335
332228.3164072167,4128556.277237208
332228.3072236229,4128556.2811946827
332228.2980400291,4128556.2851521573
332228.2888564353,4128556.289109632
332228.2796728415,4128556.2930671065
332228.2704892477,4128556.297024581
332228.2613056539,4128556.3009820553
332228.2521220601,4128556.30493953
332228.2429384663,4128556.3088970045
332228.2337548725,4128556.312854479
332228.2245712787,4128556.3168119537
332228.2153876849,4128556.3207694283
332228.2062040911,4128556.324726903
332228.1970204973,4128556.3286843775
332228.1878369035,4128556.332641852
332228.1786533097,4128556.3365993267
332228.1694697159,4128556.340556801
332228.1602861221,4128556.3445142754
332228.1511025283,4128556.34847175
332228.1419189345,4128556.3524292246
332228.1327353407,4128556.3563866992
332228.1235517469,4128556.360344174
332228.114368153,4128556.3643016485
332228.1051845592,4128556.368259123
332228.0960009655,4128556.3722165977
332228.0868173717,4128556.3761740723
332228.0776337779,4128556.3801315464
332228.0684501841,4128556.384089021
332228.0592665903,4128556.3880464956
332228.0500829964,4128556.39200397
332228.0408994026,4128556.395961445
332228.0317158088,4128556.3999189194
332228.0225322151,4128556.403876394
332228.0133486213,4128556.4078338686
332228.0041650275,4128556.4117913432
332227.9949814336,4128556.415748818
332227.9857978398,4128556.419706292
332227.976614246,4128556.4236637666
332227.9674306522,4128556.427621241
332227.9582470584,4128556.431578716
332227.9490634646,4128556.4355361904
332227.9398798708,4128556.439493665
332227.930696277,4128556.4434511396
332227.9215126832,4128556.447408614
332227.9123290894,4128556.451366089
332227.9031454956,4128556.4553235634
332227.8939619018,4128556.4592810376
332227.884778308,4128556.463238512
332227.8755947142,4128556.467195987
332227.8664111204,4128556.4711534614
332227.8572275266,4128556.475110936
332227.8480439328,4128556.4790684106
332227.838860339,4128556.483025885
332227.8296767452,4128556.48698336
332227.8204931514,4128556.4909408344
332227.8113095576,4128556.494898309
332227.8021259638,4128556.498855783
332227.79294237,4128556.5028132577
332227.7837587762,4128556.5067707323
332227.7745751824,4128556.510728207
332227.7653915886,4128556.5146856816
332227.7562079948,4128556.518643156
332227.747024401,4128556.5226006308
332227.7378408072,4128556.5265581054
