332188.607,4128614.225,0.8,332208.4476,4128563.855,0.8,332221.8364,4128594.897,0.8,332184.8532,4128592.232,0.8
332188.604,4128614.215,0.8,332208.4436,4128563.845,0.8,332221.8404,4128594.906,0.8,332184.8432,4128592.234,0.8
332188.601,4128614.206,0.8,332208.4396,4128563.836,0.8,332221.8443,4128594.915,0.8,332184.8332,4128592.236,0.8
332188.598,4128614.196,0.8,332208.4356,4128563.826,0.8,332221.8483,4128594.925,0.8,332184.8231,4128592.238,0.8
332188.5951,4128614.186,0.8,332208.4316,4128563.817,0.8,332221.8522,4128594.934,0.8,332184.8131,4128592.24,0.8
332188.5921,4128614.177,0.8,332208.4276,4128563.807,0.8,332221.8562,4128594.943,0.8,332184.8031,4128592.242,0.8
332188.5891,4128614.167,0.8,332208.4236,4128563.798,0.8,332221.8602,4128594.952,0.8,332184.7931,4128592.244,0.8
332188.5861,4128614.157,0.8,332208.4195,4128563.788,0.8,332221.8641,4128594.962,0.8,332184.783,4128592.246,0.8
332188.5831,4128614.148,0.8,332208.4155,4128563.779,0.8,332221.8681,4128594.971,0.8,332184.773,4128592.248,0.8
332188.5801,4128614.138,0.8,332208.4115,4128563.77,0.8,332221.872,4128594.98,0.8,332184.763,4128592.25,0.8
332188.5771,4128614.128,0.8,332208.4075,4128563.76,0.8,332221.876,4128594.99,0.8,332184.753,4128592.253,0.8
332188.5742,4128614.119,0.8,332208.4035,4128563.751,0.8,332221.8799,4128594.999,0.8,332184.7429,4128592.255,0.8
332188.5712,4128614.109,0.8,332208.3995,4128563.741,0.8,332221.8839,4128595.008,0.8,332184.7329,4128592.257,0.8
332188.5682,4128614.099,0.8,332208.3955,4128563.732,0.8,332221.8878,4128595.018,0.8,332184.7229,4128592.259,0.8
332188.5652,4128614.09,0.8,332208.3915,4128563.722,0.8,332221.8918,4128595.027,0.8,332184.7129,4128592.261,0.8
332188.5622,4128614.08,0.8,332208.3875,4128563.713,0.8,332221.8958,4128595.036,0.8,332184.7028,4128592.263,0.8
332188.5592,4128614.071,0.8,332208.3835,4128563.703,0.8,332221.8997,4128595.045,0.8,332184.6928,4128592.265,0.8
332188.5562,4128614.061,0.8,332208.3795,4128563.694,0.8,332221.9037,4128595.055,0.8,332184.6828,4128592.267,0.8
332188.5532,4128614.051,0.8,332208.3755,4128563.684,0.8,332221.9076,4128595.064,0.8,332184.6728,4128592.269,0.8
332188.5503,4128614.042,0.8,332208.3715,4128563.675,0.8,332221.9116,4128595.073,0.8,332184.6627,4128592.271,0.8
332188.5473,4128614.032,0.8,332208.3675,4128563.665,0.8,332221.9155,4128595.083,0.8,332184.6527,4128592.273,0.8
332188.5443,4128614.022,0.8,332208.3635,4128563.656,0.8,332221.9195,4128595.092,0.8,332184.6427,4128592.275,0.8
332188.5413,4128614.013,0.8,332208.3595,4128563.646,0.8,332221.9234,4128595.101,0.8,332184.6327,4128592.278,0.8
332188.5383,4128614.003,0.8,332208.3555,4128563.637,0.8,332221.9274,4128595.111,0.8,332184.6227,4128592.28,0.8
332188.5353,4128613.993,0.8,332208.3515,4128563.628,0.8,332221.9314,4128595.12,0.8,332184.6126,4128592.282,0.8
332188.5323,4128613.984,0.8,332208.3475,4128563.618,0.8,332221.9353,4128595.129,0.8,332184.6026,4128592.284,0.8
332188.5293,4128613.974,0.8,332208.3435,4128563.609,0.8,332221.9393,4128595.138,0.8,332184.5926,4128592.286,0.8
332188.5264,4128613.964,0.8,332208.3395,4128563.599,0.8,332221.9432,4128595.148,0.8,332184.5826,4128592.288,0.8
332188.5234,4128613.955,0.8,332208.3355,4128563.59,0.8,332221.9472,4128595.157,0.8,332184.5725,4128592.29,0.8
332188.5204,4128613.945,0.8,332208.3315,4128563.58,0.8,332221.9511,4128595.166,0.8,332184.5625,4128592.292,0.8
332188.5174,4128613.935,0.8,332208.3275,4128563.571,0.8,332221.9551,4128595.176,0.8,332184.5525,4128592.294,0.8
332188.5144,4128613.926,0.8,332208.3235,4128563.561,0.8,332221.959,4128595.185,0.8,332184.5425,4128592.296,0.8
332188.5114,4128613.916,0.8,332208.3195,4128563.552,0.8,332221.963,4128595.194,0.8,332184.5324,4128592.298,0.8
332188.5084,4128613.906,0.8,332208.3155,4128563.542,0.8,332221.967,4128595.204,0.8,332184.5224,4128592.301,0.8
332188.5055,4128613.897,0.8,332208.3115,4128563.533,0.8,332221.9709,4128595.213,0.8,332184.5124,4128592.303,0.8
332188.5025,4128613.887,0.8,332208.3075,4128563.523,0.8,332221.9749,4128595.222,0.8,332184.5024,4128592.305,0.8
332188.4995,4128613.877,0.8,332208.3035,4128563.514,0.8,332221.9788,4128595.231,0.8,332184.4923,4128592.307,0.8
332188.4965,4128613.868,0.8,332208.2995,4128563.504,0.8,332221.9828,4128595.241,0.8,332184.4823,4128592.309,0.8
332188.4935,4128613.858,0.8,332208.2955,4128563.495,0.8,332221.9867,4128595.25,0.8,332184.4723,4128592.311,0.8
332188.4905,4128613.848,0.8,332208.2915,4128563.486,0.8,332221.9907,4128595.259,0.8,332184.4623,4128592.313,0.8
332188.4875,4128613.839,0.8,332208.2874,4128563.476,0.8,332221.9946,4128595.269,0.8,332184.4522,4128592.315,0.8
332188.4845,4128613.829,0.8,332208.2834,4128563.467,0.8,332221.9986,4128595.278,0.8,332184.4422,4128592.317,0.8
332188.4816,4128613.82,0.8,332208.2794,4128563.457,0.8,332222.0025,4128595.287,0.8,332184.4322,4128592.319,0.8
332188.4786,4128613.81,0.8,332208.2754,4128563.448,0.8,332222.0065,4128595.297,0.8,332184.4222,4128592.321,0.8
332188.4756,4128613.8,0.8,332208.2714,4128563.438,0.8,332222.0105,4128595.306,0.8,332184.4121,4128592.324,0.8
332188.4726,4128613.791,0.8,332208.2674,4128563.429,0.8,332222.0144,4128595.315,0.8,332184.4021,4128592.326,0.8
332188.4696,4128613.781,0.8,332208.2634,4128563.419,0.8,332222.0184,4128595.324,0.8,332184.3921,4128592.328,0.8
332188.4666,4128613.771,0.8,332208.2594,4128563.41,0.8,332222.0223,4128595.334,0.8,332184.3821,4128592.33,0.8
332188.4636,4128613.762,0.8,332208.2554,4128563.4,0.8,332222.0263,4128595.343,0.8,332184.372,4128592.332,0.8
332188.4607,4128613.752,0.8,332208.2514,4128563.391,0.8,332222.0302,4128595.352,0.8,332184.362,4128592.334,0.8
332188.4577,4128613.742,0.8,332208.2474,4128563.381,0.8,332222.0342,4128595.362,0.8,332184.352,4128592.336,0.8
332188.4547,4128613.733,0.8,332208.2434,4128563.372,0.8,332222.0381,4128595.371,0.8,332184.342,4128592.338,0.8
332188.4517,4128613.723,0.8,332208.2394,4128563.363,0.8,332222.0421,4128595.38,0.8,332184.332,4128592.34,0.8
332188.4487,4128613.713,0.8,332208.2354,4128563.353,0.8,332222.0461,4128595.39,0.8,332184.3219,4128592.342,0.8
