332223.478297466,4128571.33307633,1,332229.243950191,4128555.87753228,1
332223.477110604,4128571.32314701,1,332229.234766597,4128555.88148975,1
332223.475923741,4128571.31321769,1,332229.225583003,4128555.88544723,1
332223.474736878,4128571.30328837,1,332229.216399409,4128555.8894047,1
332223.473550016,4128571.29335905,1,332229.207215815,4128555.89336218,1
332223.472363153,4128571.28342974,1,332229.198032222,4128555.89731965,1
332223.471176291,4128571.27350042,1,332229.188848628,4128555.90127712,1
332223.469989428,4128571.2635711,1,332229.179665034,4128555.9052346,1
332223.468802565,4128571.25364178,1,332229.17048144,4128555.90919207,1
332223.467615703,4128571.24371246,1,332229.161297847,4128555.91314955,1
332223.46642884,4128571.23378315,1,332229.152114253,4128555.91710702,1
332223.465241978,4128571.22385383,1,332229.142930659,4128555.9210645,1
332223.464055115,4128571.21392451,1,332229.133747065,4128555.92502197,1
332223.462868253,4128571.20399519,1,332229.124563471,4128555.92897945,1
332223.46168139,4128571.19406587,1,332229.115379877,4128555.93293692,1
332223.460494527,4128571.18413655,1,332229.106196284,4128555.9368944,1
332223.459307665,4128571.17420724,1,332229.09701269,4128555.94085187,1
332223.458120802,4128571.16427792,1,332229.087829096,4128555.94480935,1
332223.45693394,4128571.1543486,1,332229.078645502,4128555.94876682,1
332223.455747077,4128571.14441928,1,332229.069461908,4128555.95272429,1
332223.454560214,4128571.13448996,1,332229.060278315,4128555.95668177,1
332223.453373352,4128571.12456065,1,332229.051094721,4128555.96063924,1
332223.452186489,4128571.11463133,1,332229.041911127,4128555.96459672,1
332223.450999627,4128571.10470201,1,332229.032727533,4128555.96855419,1
332223.449812764,4128571.09477269,1,332229.02354394,4128555.97251167,1
332223.448625901,4128571.08484337,1,332229.014360346,4128555.97646914,1
332223.447439039,4128571.07491406,1,332229.005176752,4128555.98042662,1
332223.446252176,4128571.06498474,1,332228.995993158,4128555.98438409,1
332223.445065314,4128571.05505542,1,332228.986809564,4128555.98834157,1
332223.443878451,4128571.0451261,1,332228.97762597,4128555.99229904,1
332223.442691588,4128571.03519678,1,332228.968442377,4128555.99625651,1
332223.441504726,4128571.02526747,1,332228.959258783,4128556.00021399,1
332223.440317863,4128571.01533815,1,332228.950075189,4128556.00417146,1
332223.439131001,4128571.00540883,1,332228.940891595,4128556.00812894,1
332223.437944138,4128570.99547951,1,332228.931708001,4128556.01208641,1
332223.436757275,4128570.98555019,1,332228.922524408,4128556.01604389,1
332223.435570413,4128570.97562088,1,332228.913340814,4128556.02000136,1
332223.43438355,4128570.96569156,1,332228.90415722,4128556.02395884,1
332223.433196688,4128570.95576224,1,332228.894973626,4128556.02791631,1
332223.432009825,4128570.94583292,1,332228.885790032,4128556.03187379,1
332223.430822963,4128570.9359036,1,332228.876606439,4128556.03583126,1
332223.4296361,4128570.92597428,1,332228.867422845,4128556.03978873,1
332223.428449237,4128570.91604497,1,332228.858239251,4128556.04374621,1
332223.427262375,4128570.90611565,1,332228.849055657,4128556.04770368,1
332223.426075512,4128570.89618633,1,332228.839872063,4128556.05166116,1
332223.42488865,4128570.88625701,1,332228.83068847,4128556.05561863,1
332223.423701787,4128570.8763277,1,332228.821504876,4128556.05957611,1
332223.422514924,4128570.86639838,1,332228.812321282,4128556.06353358,1
332223.421328062,4128570.85646906,1,332228.803137688,4128556.06749106,1
332223.420141199,4128570.84653974,1,332228.793954094,4128556.07144853,1
332223.418954337,4128570.83661042,1,332228.784770501,4128556.07540601,1
332223.417767474,4128570.8266811,1,332228.775586907,4128556.07936348,1
332223.416580611,4128570.81675179,1,332228.766403313,4128556.08332096,1
332223.415393749,4128570.80682247,1,332228.757219719,4128556.08727843,1
332223.414206886,4128570.79689315,1,332228.748036125,4128556.0912359,1
332223.413020024,4128570.78696383,1,332228.738852532,4128556.09519338,1
332223.411833161,4128570.77703451,1,332228.729668938,4128556.09915085,1
332223.410646299,4128570.7671052,1,332228.720485344,4128556.10310833,1
332223.409459436,4128570.75717588,1,332228.71130175,4128556.1070658,1
332223.408272573,4128570.74724656,1,332228.702118156,4128556.11102328,1
332223.407085711,4128570.73731724,1,332228.692934563,4128556.11498075,1
332223.405898848,4128570.72738792,1,332228.683750969,4128556.11893823,1
332223.404711986,4128570.71745861,1,332228.674567375,4128556.1228957,1
332223.403525123,4128570.70752929,1,332228.665383781,4128556.12685318,1
332223.40233826,4128570.69759997,1,332228.656200187,4128556.13081065,1
332223.401151398,4128570.68767065,1,332228.647016594,4128556.13476812,1
332223.399964535,4128570.67774133,1,332228.637833,4128556.1387256,1
332223.398777673,4128570.66781202,1,332228.628649406,4128556.14268307,1
332223.39759081,4128570.6578827,1,332228.619465812,4128556.14664055,1
332223.396403947,4128570.64795338,1,332228.610282218,4128556.15059802,1
332223.395217085,4128570.63802406,1,332228.601098625,4128556.1545555,1
332223.394030222,4128570.62809474,1,332228.591915031,4128556.15851297,1
332223.39284336,4128570.61816542,1,332228.582731437,4128556.16247045,1
332223.391656497,4128570.60823611,1,332228.573547843,4128556.16642792,1
332223.390469634,4128570.59830679,1,332228.564364249,4128556.1703854,1
332223.389282772,4128570.58837747,1,332228.555180656,4128556.17434287,1
332223.388095909,4128570.57844815,1,332228.545997062,4128556.17830034,1
332223.386909047,4128570.56851883,1,332228.536813468,4128556.18225782,1
332223.385722184,4128570.55858952,1,332228.527629874,4128556.18621529,1
332223.384535322,4128570.5486602,1,332228.51844628,4128556.19017277,1
332223.383348459,4128570.53873088,1,332228.509262686,4128556.19413024,1
332223.382161596,4128570.52880156,1,332228.500079093,4128556.19808772,1
332223.380974734,4128570.51887224,1,332228.490895499,4128556.20204519,1
332223.379787871,4128570.50894293,1,332228.481711905,4128556.20600267,1
332223.378601009,4128570.49901361,1,332228.472528311,4128556.20996014,1
332223.377414146,4128570.48908429,1,332228.463344718,4128556.21391762,1
332223.376227283,4128570.47915497,1,332228.454161124,4128556.21787509,1
332223.375040421,4128570.46922565,1,332228.44497753,4128556.22183256,1
332223.373853558,4128570.45929634,1,332228.435793936,4128556.22579004,1
332223.372666696,4128570.44936702,1,332228.426610342,4128556.22974751,1
332223.371479833,4128570.4394377,1,332228.417426749,4128556.23370499,1
332223.37029297,4128570.42950838,1,332228.408243155,4128556.23766246,1
332223.369106108,4128570.41957906,1,332228.399059561,4128556.24161994,1
332223.367919245,4128570.40964975,1,332228.389875967,4128556.24557741,1
332223.366732383,4128570.39972043,1,332228.380692373,4128556.24953489,1
332223.36554552,4128570.38979111,1,332228.37150878,4128556.25349236,1
332223.364358657,4128570.37986179,1,332228.362325186,4128556.25744984,1
332223.363171795,4128570.36993247,1,332228.353141592,4128556.26140731,1
332223.361984932,4128570.36000316,1,332228.343957998,4128556.26536478,1
332223.36079807,4128570.35007384,1,332228.334774404,4128556.26932226,1
332223.359611207,4128570.34014452,1,332228.32559081,4128556.27327973,1
332223.358424344,4128570.3302152,1,332228.316407217,4128556.27723721,1
332223.357237482,4128570.32028588,1,332228.307223623,4128556.28119468,1
332223.356050619,4128570.31035657,1,332228.298040029,4128556.28515216,1
332223.354863757,4128570.30042725,1,332228.288856435,4128556.28910963,1
332223.353676894,4128570.29049793,1,332228.279672841,4128556.29306711,1
332223.352490031,4128570.28056861,1,332228.270489248,4128556.29702458,1
332223.351303169,4128570.27063929,1,332228.261305654,4128556.30098206,1
332223.350116306,4128570.26070997,1,332228.25212206,4128556.30493953,1
